,location,total_sqft,bath,price,bhk,encoded_loc
593,Vishwapriya Layout,820.0,2,30.0,2,222
594,Banashankari Stage VI,1757.5,2,59.935,2,30
595,Battarahalli,1779.0,3,89.61,3,37
596,others,1105.0,2,58.0,2,230
597,others,1590.0,2,93.0,1,230
598,Whitefield,1650.0,3,60.0,3,224
599,Cox Town,1975.0,3,150.0,3,62
600,Kammasandra,674.0,2,33.0,2,125
601,Kaggadasapura,1185.0,2,41.0,2,118
602,Thanisandra,445.0,1,28.0,1,209
603,HSR Layout,1475.0,3,75.0,3,89
604,Gottigere,1618.0,3,82.5,3,82
605,Koramangala,1120.0,2,65.0,2,144
606,Marathahalli,2181.0,3,152.0,4,161
607,Vidyaranyapura,1200.0,4,90.0,4,219
608,Bannerghatta Road,1556.0,2,59.13,3,34
609,Bannerghatta Road,1179.0,2,66.02,2,34
610,Thanisandra,1296.0,2,83.0,2,209
611,Kaggadasapura,1275.0,2,52.0,2,118
612,Kathriguppe,1400.0,2,77.0,3,132
613,Gottigere,1222.0,2,63.0,2,82
614,Electronic City,940.0,2,41.0,2,74
615,Thanisandra,1185.0,2,42.6,2,209
616,Tumkur Road,1779.0,3,112.0,3,214
617,Begur Road,1615.0,3,59.76,3,39
618,JP Nagar,6624.5,2,453.0,4,109
619,Haralur Road,1056.0,2,61.0,2,90
620,7th Phase JP Nagar,1100.0,2,46.0,2,6
621,Arekere,920.0,2,40.0,2,20
622,others,1602.0,2,75.0,3,230
623,Padmanabhanagar,1176.0,2,62.0,2,178
624,Kasavanhalli,1717.0,3,99.0,3,130
625,Bhoganhalli,2119.0,4,111.0,4,43
626,Vittasandra,1246.0,2,67.3,2,223
627,Anandapura,1141.0,2,42.79,2,15
628,Hennur Road,1157.0,2,84.0,2,96
629,Yelahanka New Town,650.0,1,33.0,1,227
630,Hebbal,1349.0,2,98.0,2,92
631,others,1566.0,3,83.3,3,230
632,Sahakara Nagar,2830.0,3,195.0,4,190
633,Electronic City,1320.0,2,38.13,3,74
634,others,1780.0,3,84.83,3,230
635,Varthur,1091.0,2,34.9,2,217
636,Rachenahalli,3670.0,4,300.0,4,183
637,7th Phase JP Nagar,918.0,2,50.49,2,6
638,Yeshwanthpur,1950.0,4,130.0,4,229
639,Panathur,1695.0,3,90.0,3,180
640,Yelahanka,1705.0,3,95.0,3,226
641,Kalyan nagar,1375.0,3,75.0,3,122
642,Kanakpura Road,525.0,1,30.0,1,127
643,Whitefield,1447.0,2,83.0,2,224
644,Thanisandra,1114.0,2,39.0,2,209
645,7th Phase JP Nagar,1450.0,2,100.0,3,6
646,others,1022.0,2,40.0,2,230
647,Hebbal,1000.0,2,45.0,2,92
648,Electronic City,1128.0,2,68.75,2,74
649,Kanakpura Road,1180.0,2,57.0,2,127
650,Kanakpura Road,1339.0,2,75.0,2,127
651,Yelachenahalli,1400.0,2,55.0,3,225
652,7th Phase JP Nagar,1040.0,2,39.52,2,6
653,Kadugodi,1198.0,2,58.0,2,117
654,others,1200.0,3,95.0,4,230
655,Sarjapur  Road,1691.0,3,113.0,3,194
656,Bisuvanahalli,1075.0,3,36.0,3,46
657,8th Phase JP Nagar,1240.0,3,43.5,3,7
658,Bannerghatta Road,1680.0,2,58.935,2,34
659,Mallasandra,1665.0,3,86.58,3,158
660,Marathahalli,2489.0,3,94.0,3,161
661,Brookefield,1142.0,2,70.0,2,51
662,Kothannur,1853.0,3,82.0,3,145
663,Kasturi Nagar,1567.0,2,92.0,2,131
664,Electronics City Phase 1,1175.0,2,51.47,2,76
665,Subramanyapura,1200.0,2,52.0,2,205
666,Kodichikkanahalli,995.0,2,41.0,2,138
667,Magadi Road,884.0,2,41.1,2,155
668,Yeshwanthpur,1170.0,2,57.0,2,229
669,KR Puram,1225.0,2,46.55,2,115
670,Electronic City,1342.0,2,73.3,2,74
671,Uttarahalli,1345.0,2,67.0,2,216
672,Kodigehaali,1320.0,3,65.0,3,139
673,Raja Rajeshwari Nagar,1140.0,2,49.39,2,184
674,Battarahalli,1300.0,2,50.0,2,37
675,Hosa Road,1652.0,3,85.0,3,101
676,Thigalarapalya,2072.0,4,142.0,3,210
677,Arekere,1740.0,2,95.0,3,20
678,Electronic City,1360.0,2,71.0,3,74
679,Hosur Road,1145.0,2,60.0,3,104
680,Sarjapur  Road,1278.0,2,95.0,2,194
681,Electronic City Phase II,630.0,1,40.0,1,75
682,Kanakpura Road,1100.0,3,58.0,3,127
683,others,1200.0,3,95.0,3,230
684,Hosur Road,3300.0,5,240.0,5,104
685,Gunjur,1356.0,2,66.0,3,85
686,others,823.0,2,28.0,2,230
687,TC Palaya,1200.0,2,66.0,3,207
688,Ramamurthy Nagar,1050.0,2,37.0,2,188
689,others,1180.0,2,69.0,2,230
690,7th Phase JP Nagar,1070.0,2,42.79,2,6
691,Varthur,1385.0,2,80.0,2,217
692,Varthur,1000.0,1,70.0,1,217
693,Whitefield,1897.0,3,130.0,3,224
694,Magadi Road,1005.0,2,55.78,2,155
695,Green Glen Layout,1575.0,3,125.0,3,83
696,Subramanyapura,975.0,2,65.0,2,205
697,Hennur Road,1904.0,3,120.0,3,96
698,Kengeri Satellite Town,930.0,1,30.0,1,136
699,Electronic City Phase II,2400.0,3,150.0,2,75
700,Sarjapur  Road,2238.0,3,140.0,3,194
701,Harlur,1174.0,2,69.0,2,91
702,Thubarahalli,3800.0,4,239.0,4,211
703,Whitefield,2225.0,2,125.0,3,224
704,Jigani,918.0,2,52.0,2,113
705,Mahadevpura,1250.0,2,52.0,2,156
706,Sarjapur  Road,1800.0,3,110.0,3,194
707,Marathahalli,1170.0,2,53.0,2,161
708,Bannerghatta Road,793.0,2,45.0,2,34
709,Jakkur,1710.0,3,107.0,3,110
710,Kambipura,1082.0,2,57.5,3,123
711,others,1001.0,2,33.03,2,230
712,Yelahanka,1590.0,2,54.0,3,226
713,others,2400.0,2,80.0,3,230
714,Horamavu Banaswadi,1554.0,3,55.0,3,99
715,Konanakunte,884.0,1,58.0,2,143
716,Marathahalli,1019.0,2,49.86,2,161
717,Ambedkar Nagar,1935.0,4,130.0,3,13
718,Uttarahalli,1135.0,2,39.73,3,216
719,Kasavanhalli,1799.0,3,90.0,3,130
720,Whitefield,6151.5,2,304.0,4,224
721,Kundalahalli,1047.0,2,82.0,2,150
722,others,1282.0,2,87.0,2,230
723,NGR Layout,1020.0,2,45.9,2,167
724,Whitefield,1495.0,2,79.5,2,224
725,Kasavanhalli,3260.0,4,240.0,4,130
726,others,1611.0,2,64.44,3,230
727,others,1500.0,2,95.0,3,230
728,Sahakara Nagar,1500.0,2,95.0,3,190
729,Uttarahalli,1540.0,3,50.0,3,216
730,Hosa Road,1639.0,3,80.0,3,101
731,Raja Rajeshwari Nagar,1303.0,2,55.79,2,184
732,Brookefield,1440.0,2,68.0,3,51
733,Seegehalli,901.0,2,35.14,2,198
734,Sarjapur,900.0,2,42.0,3,193
735,others,1060.0,2,55.0,2,230
736,NGR Layout,1020.0,2,48.45,2,167
737,Varthur,1535.0,3,65.99,3,217
738,others,530.0,1,20.0,1,230
739,others,1350.0,2,80.0,2,230
740,Sarjapur  Road,1115.0,2,50.0,2,194
741,Uttarahalli,1175.0,2,47.0,2,216
742,Whitefield,1113.0,2,62.0,2,224
743,Giri Nagar,650.0,2,42.0,2,80
744,Marathahalli,1325.0,2,71.55,2,161
745,Electronics City Phase 1,950.0,2,31.0,2,76
746,Jakkur,1396.0,2,86.51,3,110
747,Rachenahalli,1050.0,2,52.07,2,183
748,Thanisandra,1825.0,3,100.0,3,209
749,7th Phase JP Nagar,1190.0,2,49.98,2,6
750,Marathahalli,1220.0,2,56.5,2,161
751,NRI Layout,1565.0,2,75.0,3,168
752,Hennur Road,1891.0,3,109.0,3,96
753,others,900.0,2,27.0,2,230
754,Hosa Road,1161.0,2,55.15,2,101
755,Yeshwanthpur,665.0,1,36.85,1,229
756,Hoodi,1425.0,2,80.0,2,97
757,others,1200.0,3,56.12,3,230
758,Somasundara Palya,1255.0,2,67.0,2,202
759,Hegde Nagar,2112.95,4,145.0,3,94
760,Raja Rajeshwari Nagar,600.0,1,22.0,1,184
761,Haralur Road,1810.0,3,100.0,3,90
762,Indira Nagar,1200.0,2,93.0,2,108
763,Harlur,1033.0,2,49.0,2,91
764,others,1548.0,3,89.5,3,230
765,Horamavu Banaswadi,1611.0,3,66.0,3,99
766,Electronic City Phase II,1400.0,2,40.43,3,75
767,Vidyaranyapura,1485.0,2,67.0,3,219
768,Margondanahalli,2400.0,2,82.0,2,162
769,others,1025.0,2,44.5,2,230
770,others,1225.0,2,53.0,2,230
771,5th Phase JP Nagar,1256.0,2,62.8,2,4
772,Whitefield,2268.0,3,163.0,4,224
773,Kanakpura Road,1100.0,3,53.0,3,127
774,others,1141.0,2,62.0,2,230
775,Attibele,400.0,1,12.0,1,21
776,Chandapura,1400.0,2,60.0,2,55
777,others,1590.0,1,110.0,1,230
778,others,1175.0,2,48.27,2,230
779,Sahakara Nagar,1100.0,2,56.0,2,190
780,Kanakpura Road,1843.0,3,95.84,3,127
781,Horamavu Banaswadi,1460.0,2,80.5,2,99
782,Rachenahalli,1530.0,2,74.5,3,183
783,HSR Layout,1467.0,2,55.0,2,89
784,others,950.0,1,40.0,1,230
785,Vittasandra,1246.0,2,64.5,2,223
786,Kanakapura,711.0,1,38.0,1,126
787,Haralur Road,1194.0,2,46.0,2,90
788,Babusapalaya,1358.0,2,43.4,3,24
789,Hoodi,1420.0,2,75.0,2,97
790,Kathriguppe,1250.0,2,68.75,3,132
791,Akshaya Nagar,1280.0,2,58.0,2,11
792,others,1209.0,2,50.0,2,230
793,others,4200.0,5,225.0,5,230
794,Panathur,1315.0,2,54.8,3,180
795,others,1800.0,3,90.0,3,230
796,others,1600.0,4,125.0,5,230
797,TC Palaya,1600.0,2,65.0,3,207
798,others,1563.0,3,52.0,3,230
799,Whitefield,1560.0,2,72.0,3,224
800,Brookefield,2169.0,4,115.0,3,51
801,Rachenahalli,1050.0,2,55.5,2,183
802,Iblur Village,3235.0,3,235.0,3,107
803,TC Palaya,1200.0,3,66.0,3,207
804,HSR Layout,1140.0,2,46.0,2,89
805,Horamavu Agara,1560.0,3,75.0,3,98
806,JP Nagar,1100.0,2,70.0,2,109
807,Kasavanhalli,1260.0,2,40.32,3,130
808,Hebbal,1036.0,2,50.0,2,92
809,Akshaya Nagar,1662.0,3,85.1,3,11
810,Yelachenahalli,1464.0,2,105.0,3,225
811,Yelahanka,1234.0,2,80.0,2,226
812,Sarjapur  Road,1403.0,3,55.0,3,194
813,Seegehalli,1150.0,2,42.9,3,198
814,Kanakapura,929.0,2,46.0,2,126
815,TC Palaya,1350.0,2,75.0,3,207
816,others,1135.0,2,39.73,2,230
817,others,1405.0,2,70.0,2,230
818,Whitefield,1200.0,2,45.84,2,224
819,Haralur Road,2805.0,4,154.0,4,90
820,Yeshwanthpur,1161.0,2,64.08,2,229
821,Kanakpura Road,1290.0,2,74.0,2,127
822,Yeshwanthpur,2557.0,3,141.0,3,229
823,others,1480.0,3,90.0,3,230
824,Old Madras Road,1350.0,3,54.54,3,177
825,Kadugodi,1580.0,2,65.0,3,117
826,Banashankari,1470.0,2,88.64,3,26
827,Sarjapur  Road,1346.0,2,61.92,2,194
828,others,1600.0,3,90.0,3,230
829,others,1200.0,2,35.0,2,230
830,Channasandra,1340.0,2,48.33,3,56
831,Jigani,918.0,2,48.0,2,113
832,others,1500.0,3,115.0,3,230
833,Yelahanka,1315.0,2,85.0,2,226
834,Uttarahalli,1390.0,2,62.55,3,216
835,Uttarahalli,1330.0,2,56.0,3,216
836,others,1824.0,3,125.0,3,230
837,7th Phase JP Nagar,1420.0,2,96.0,3,6
838,others,750.0,1,56.25,1,230
839,Jalahalli East,1260.0,2,60.0,3,112
840,Hennur Road,1561.0,3,95.0,3,96
841,others,1060.0,2,42.0,2,230
842,Haralur Road,1225.0,2,67.38,2,90
843,Thanisandra,2144.0,3,135.0,3,209
844,Electronic City,880.0,2,29.0,2,74
845,Hoodi,1639.0,3,110.0,3,97
846,Thanisandra,1240.0,2,62.0,3,209
847,Kanakpura Road,1500.0,2,69.0,2,127
848,Haralur Road,1243.0,2,46.0,2,90
849,Marathahalli,1575.0,3,78.0,3,161
850,Kambipura,1082.0,2,56.0,3,123
851,Konanakunte,1637.0,3,73.0,3,143
852,Kanakpura Road,1665.0,3,86.58,3,127
853,Electronic City,1265.0,2,56.93,2,74
854,Electronic City,1691.0,2,102.0,3,74
855,Thanisandra,1100.0,2,38.0,2,209
856,others,1500.0,3,62.0,3,230
857,Choodasandra,1115.0,2,50.0,2,60
858,Mysore Road,1070.0,2,45.0,2,166
859,Budigere,1162.0,2,57.0,2,52
860,others,1339.0,2,55.0,2,230
861,Mahadevpura,1192.0,2,75.0,2,156
862,Haralur Road,1920.0,3,115.0,3,90
863,Hennur,1255.0,2,52.32,2,95
864,others,1600.0,3,75.0,3,230
865,others,1225.0,2,55.11,2,230
866,Kasturi Nagar,1570.0,3,80.0,3,131
867,Thanisandra,1093.0,2,70.0,2,209
868,Basaveshwara Nagar,1865.0,3,145.0,3,36
869,Kaikondrahalli,1039.0,2,80.0,2,120
870,Whitefield,1985.0,3,75.0,3,224
871,Hosakerehalli,1590.0,3,49.0,3,102
872,Electronic City Phase II,775.0,2,38.0,2,75
873,others,1000.0,2,50.0,2,230
874,Bommasandra,1035.0,2,41.0,2,48
875,Dasarahalli,1520.0,2,75.0,3,64
876,Whitefield,1360.0,2,95.0,2,224
877,others,6000.0,5,400.0,4,230
878,Kodigehaali,1117.0,2,56.0,2,139
879,EPIP Zone,1330.0,2,92.5,2,73
880,Electronic City,1128.0,2,65.49,2,74
881,Neeladri Nagar,1053.0,2,45.0,2,173
882,Panathur,1198.0,2,77.0,2,180
883,Marathahalli,1152.0,2,56.0,2,161
884,Frazer Town,1625.0,2,75.0,2,77
885,Kundalahalli,1397.0,3,105.0,3,150
886,Kaggalipura,700.0,1,38.0,1,119
887,Yelahanka,1170.0,2,62.5,2,226
888,Kanakpura Road,1200.0,2,42.0,3,127
889,others,2400.0,3,170.0,3,230
890,others,1480.0,2,65.0,2,230
891,Akshaya Nagar,1897.0,3,120.0,3,11
892,Rachenahalli,996.0,2,67.0,2,183
893,Haralur Road,1875.0,3,110.0,3,90
894,others,1500.0,2,98.0,3,230
895,Yelahanka,2172.5,3,65.255,3,226
896,Yelahanka,697.0,1,45.0,1,226
897,Sarjapur  Road,710.0,1,27.0,1,194
898,others,910.0,2,30.5,2,230
899,Sompura,1025.0,2,48.0,3,203
900,Magadi Road,1442.0,2,46.5,2,155
901,Horamavu Agara,1453.0,2,46.48,3,98
902,Bellandur,1281.0,2,74.0,2,40
903,Cooke Town,565.0,1,35.0,1,61
904,Varthur,1024.0,2,42.0,2,217
905,Electronic City,1620.0,3,62.0,3,74
906,Whitefield,1254.0,2,40.0,2,224
907,Banashankari,1300.0,2,75.0,3,26
908,Doddakallasandra,1233.0,2,43.0,2,69
909,Hosur Road,1510.0,2,105.0,3,104
910,Kaggalipura,950.0,2,65.0,2,119
911,Battarahalli,1945.0,3,97.42,3,37
912,Uttarahalli,1008.0,2,45.0,2,216
913,Thanisandra,1265.0,2,79.0,3,209
914,Hebbal,1255.0,2,77.68,3,92
915,Yelenahalli,1200.0,2,46.17,2,228
916,Sarjapur  Road,1403.0,3,51.63,3,194
917,Kudlu Gate,1535.0,3,85.0,3,148
918,others,1500.0,3,100.0,3,230
919,Chamrajpet,1475.0,2,120.0,3,54
920,Uttarahalli,1390.0,2,60.47,3,216
921,Raja Rajeshwari Nagar,1278.0,2,53.76,3,184
922,others,1133.0,2,55.0,2,230
923,others,2900.0,5,90.0,5,230
924,Kogilu,1170.0,2,51.99,2,142
925,Whitefield,1697.0,3,94.79,3,224
926,Thanisandra,1651.0,3,97.38,3,209
927,Hennur Road,1192.0,2,60.0,3,96
928,OMBR Layout,1078.0,2,65.0,2,175
929,Kasavanhalli,1349.0,2,78.0,2,130
930,7th Phase JP Nagar,1680.0,3,120.0,3,6
931,Rayasandra,1314.0,2,63.0,3,189
932,Garudachar Palya,1060.0,2,48.7,2,79
933,Kalyan nagar,820.0,2,39.0,2,122
934,Whitefield,5000.0,4,400.0,4,224
935,others,2000.0,3,85.0,3,230
936,others,856.0,2,40.0,2,230
937,Rajaji Nagar,1621.0,4,130.0,3,185
938,others,1200.0,3,68.4,3,230
939,Bannerghatta Road,1484.0,3,52.5,3,34
940,others,14000.0,3,800.0,4,230
941,Yelahanka New Town,500.0,1,20.0,1,227
942,others,485.0,1,15.0,1,230
943,7th Phase JP Nagar,1050.0,2,42.0,2,6
944,Uttarahalli,1617.0,3,66.68,3,216
945,others,1384.0,3,62.28,3,230
946,Devanahalli,1408.0,2,85.0,2,65
947,Uttarahalli,1150.0,2,49.0,2,216
948,Akshaya Nagar,1410.0,2,75.0,3,11
949,Kaggadasapura,2150.0,4,100.0,4,118
950,others,1508.0,3,70.25,3,230
951,Ramamurthy Nagar,1040.0,2,50.0,2,188
952,TC Palaya,1240.0,2,60.0,2,207
953,Kudlu Gate,1535.0,3,78.0,3,148
954,Lakshminarayana Pura,1180.0,2,75.0,2,153
955,Bannerghatta Road,1400.0,2,78.0,2,34
956,Raja Rajeshwari Nagar,500.0,1,25.0,1,184
957,Sarjapur  Road,1984.0,4,146.0,3,194
958,Garudachar Palya,1960.0,3,160.0,3,79
959,Sarjapur  Road,1035.0,2,45.0,2,194
960,others,2150.0,4,80.0,4,230
961,Whitefield,1700.0,3,115.0,3,224
962,Hosakerehalli,3024.0,5,248.0,4,102
963,Tumkur Road,1586.0,3,100.0,3,214
964,Hennur,2264.0,2,155.0,3,95
965,Chikka Tirupathi,2325.0,4,120.0,4,57
966,Yelahanka,1120.0,2,55.0,2,226
967,Yelahanka,2382.0,2,67.98,3,226
968,Sarjapur  Road,1128.0,2,59.0,2,194
969,Jigani,924.0,2,65.0,2,113
970,others,1600.0,3,52.0,3,230
971,Pai Layout,1006.0,2,35.0,2,179
972,Amruthahalli,1200.0,2,55.0,2,14
973,others,1250.0,2,62.0,2,230
974,Kannamangala,957.0,2,56.0,2,128
975,Whitefield,1140.0,2,41.0,2,224
976,others,1050.0,2,67.0,2,230
977,Kasturi Nagar,1565.0,3,88.5,3,131
978,Whitefield,1190.0,2,57.0,2,224
979,Whitefield,2842.0,3,162.0,3,224
980,Kanakpura Road,1558.67,2,65.0,3,127
981,Electronics City Phase 1,630.0,1,39.0,1,76
982,Whitefield,1403.0,2,60.81,3,224
983,Kanakpura Road,1542.0,2,85.0,3,127
984,Haralur Road,2750.0,4,220.0,4,90
985,Iblur Village,3596.0,5,290.0,4,107
986,Kengeri Satellite Town,1635.0,2,78.0,3,136
987,Mysore Road,1239.0,2,53.0,2,166
988,others,1596.0,3,105.0,3,230
989,Channasandra,1009.0,2,38.34,2,56
990,Hosa Road,1726.0,3,81.99,3,101
991,Kudlu Gate,1535.0,3,86.0,3,148
992,Banashankari Stage V,1300.0,2,58.5,3,29
993,others,1800.0,3,80.0,3,230
994,Binny Pete,665.0,1,50.75,1,45
995,TC Palaya,1500.0,2,100.0,3,207
996,others,925.0,2,48.0,2,230
997,Old Airport Road,3356.0,4,251.0,4,176
998,others,1395.0,2,63.59,2,230
999,Sonnenahalli,1415.0,2,55.0,3,204
1000,Begur,1419.0,2,59.0,3,38
1001,Kasavanhalli,1121.0,2,78.0,2,130
1002,Kambipura,1082.0,2,45.0,3,123
1003,KR Puram,1100.0,2,47.0,2,115
1004,Hoodi,1606.0,3,89.55,3,97
1005,Billekahalli,1650.0,3,88.0,3,44
1006,Old Airport Road,1206.0,2,75.0,2,176
1007,Sarjapur  Road,1495.0,2,64.0,3,194
1008,Balagere,1210.0,2,72.0,2,25
1009,Nagarbhavi,1523.0,2,53.4,3,169
1010,Whitefield,1232.0,2,45.0,2,224
1011,Rachenahalli,680.0,1,44.0,1,183
1012,Hebbal,1355.0,3,83.87,3,92
1013,Thanisandra,1430.0,2,51.46,3,209
1014,Kothannur,1275.0,2,43.85,3,145
1015,Electronic City,1070.0,2,56.1,2,74
1016,others,1200.0,3,85.0,3,230
1017,Electronic City,2000.0,4,120.0,4,74
1018,Bommanahalli,1200.0,2,40.0,2,47
1019,Marathahalli,1610.0,3,90.0,3,161
1020,Haralur Road,1140.0,2,43.0,2,90
1021,Raja Rajeshwari Nagar,1143.0,2,38.65,2,184
1022,Rachenahalli,1530.0,2,74.4,3,183
1023,7th Phase JP Nagar,980.0,2,69.0,2,6
1024,Whitefield,1485.0,3,65.0,3,224
1025,Thanisandra,1265.0,2,85.0,2,209
1026,others,1132.0,2,67.0,2,230
1027,others,1262.0,2,63.0,2,230
1028,JP Nagar,940.0,2,49.0,2,109
1029,others,1515.0,3,88.0,3,230
1030,Kothanur,1840.0,3,69.0,3,146
1031,Electronic City,890.0,2,45.0,2,74
1032,others,1655.0,3,86.06,3,230
1033,Hennur Road,2060.0,3,149.0,3,96
1034,Bommanahalli,1730.0,3,96.0,3,47
1035,Yelahanka,2195.0,4,127.0,3,226
1036,Kathriguppe,1650.0,3,125.0,3,132
1037,KR Puram,1200.0,2,71.0,2,115
1038,Hosa Road,1079.0,2,32.37,2,101
1039,Panathur,1085.0,2,36.0,2,180
1040,Yelahanka,1075.0,2,51.5,2,226
1041,others,1380.0,2,80.0,2,230
1042,others,1450.0,3,65.0,3,230
1043,Thubarahalli,1200.0,2,78.0,2,211
1044,Hoodi,1639.0,3,98.32,3,97
1045,others,1200.0,2,54.0,2,230
1046,Vijayanagar,1739.0,3,116.0,3,220
1047,Old Madras Road,935.0,2,32.72,2,177
1048,others,1178.0,2,47.0,2,230
1049,Chikkalasandra,1375.0,2,50.0,3,59
1050,Chandapura,1065.0,2,33.0,3,55
1051,others,1450.0,2,50.75,3,230
1052,others,999.0,2,45.0,2,230
1053,Kothannur,1100.0,2,40.0,2,145
1054,Hoodi,2090.0,4,95.1,4,97
1055,Lingadheeranahalli,1519.0,3,93.0,3,154
1056,Dommasandra,1267.0,3,56.0,3,72
1057,Sanjay nagar,1150.0,2,72.2,2,191
1058,Marathahalli,1146.0,2,70.0,2,161
1059,Kannamangala,1550.0,3,65.0,3,128
1060,Electronics City Phase 1,785.0,1,55.0,1,76
1061,Raja Rajeshwari Nagar,1610.0,3,74.0,3,184
1062,Bellandur,921.0,2,40.0,2,40
1063,Bannerghatta Road,2700.0,5,158.0,5,34
1064,Sarjapur  Road,1700.0,3,110.0,3,194
1065,Sarjapur,1020.0,2,35.0,2,193
1066,Billekahalli,1090.0,2,52.0,2,44
1067,Thanisandra,1185.0,2,42.1,2,209
1068,Doddathoguru,850.0,2,25.0,2,70
1069,Harlur,1197.0,2,84.0,2,91
1070,others,920.0,2,39.55,2,230
1071,Raja Rajeshwari Nagar,1105.0,2,65.0,2,184
1072,Yeshwanthpur,1850.0,3,100.0,3,229
1073,Judicial Layout,1300.0,3,64.0,3,114
1074,others,1595.0,3,76.0,3,230
1075,Horamavu Agara,755.0,2,37.49,2,98
1076,Nagasandra,4050.0,5,140.0,5,170
1077,Kanakpura Road,1300.0,2,69.0,3,127
1078,Bannerghatta Road,1215.0,2,50.0,2,34
1079,Kanakpura Road,900.0,2,46.0,2,127
1080,Banashankari Stage III,1145.0,2,58.4,2,28
1081,others,1093.0,2,65.0,2,230
1082,Babusapalaya,1213.0,2,41.39,3,24
1083,Bannerghatta Road,1654.0,3,100.0,3,34
1084,NGR Layout,1105.0,2,52.48,2,167
1085,Babusapalaya,1611.0,2,66.0,3,24
1086,others,1367.0,2,62.0,2,230
1087,Devanahalli,1010.0,2,51.0,2,65
1088,others,1535.0,3,95.0,3,230
1089,Anekal,620.0,2,22.0,2,17
1090,Horamavu Agara,982.0,2,47.65,2,98
1091,Whitefield,1330.0,2,71.0,2,224
1092,JP Nagar,2500.0,3,135.0,3,109
1093,others,1475.0,2,58.99,3,230
1094,Bhoganhalli,1410.0,3,65.0,3,43
1095,Yelahanka New Town,440.0,1,16.5,1,227
1096,Yelahanka,1614.0,3,95.0,3,226
1097,Neeladri Nagar,1363.0,2,68.0,2,173
1098,Kogilu,650.0,2,28.0,2,142
1099,others,1015.0,2,45.0,2,230
1100,Horamavu Banaswadi,1156.0,2,46.0,2,99
1101,others,1100.0,2,62.7,2,230
1102,KR Puram,1455.0,3,46.0,3,115
1103,others,930.0,2,45.0,2,230
1104,others,1650.0,2,80.0,3,230
1105,KR Puram,1200.0,2,90.0,2,115
1106,Karuna Nagar,2900.0,3,135.0,4,129
1107,Kadugodi,1890.0,4,127.0,3,117
1108,others,1240.0,2,46.0,3,230
1109,HRBR Layout,1440.0,2,98.0,2,88
1110,Kodichikkanahalli,650.0,1,38.0,1,138
1111,Budigere,764.0,1,32.0,1,52
1112,Hoodi,1445.0,3,65.0,3,97
1113,Kanakpura Road,900.0,1,45.0,2,127
1114,Singasandra,1030.0,2,55.0,2,201
1115,Yelahanka,1381.0,2,52.48,3,226
1116,others,1100.0,2,60.0,2,230
1117,Hoodi,1575.0,3,66.39,3,97
1118,Thigalarapalya,1200.0,2,65.0,2,210
1119,Begur Road,1200.0,2,43.2,2,39
1120,Kasturi Nagar,1080.0,2,80.0,2,131
1121,Akshaya Nagar,1360.0,2,85.0,3,11
1122,Jakkur,1865.0,3,124.0,3,110
1123,Sarjapur  Road,1157.0,2,75.0,3,194
1124,Kammasandra,674.0,2,29.0,2,125
1125,Whitefield,1405.0,2,78.0,3,224
1126,Begur Road,1160.0,2,44.08,2,39
1127,Hebbal,1790.0,3,127.0,3,92
1128,Electronic City,1128.0,2,65.65,2,74
1129,Panathur,1180.0,2,70.0,2,180
1130,others,1450.0,2,85.0,3,230
1131,Kengeri,340.0,1,10.0,1,135
1132,Rachenahalli,1050.0,2,53.5,2,183
1133,Varthur,1125.0,2,40.0,2,217
1134,Vittasandra,1246.0,2,68.0,2,223
1135,HSR Layout,1372.0,2,61.0,2,89
1136,Dasarahalli,1300.0,2,55.0,2,64
1137,Channasandra,1065.0,2,35.0,2,56
1138,others,700.0,2,27.0,2,230
1139,Hebbal,960.995,2,42.72,2,92
1140,others,1050.0,2,45.0,2,230
1141,others,1250.0,3,39.5,3,230
1142,Electronic City,865.0,2,42.0,2,74
1143,Uttarahalli,1200.0,2,44.0,2,216
1144,others,1756.0,3,100.0,3,230
1145,Yelahanka,628.0,1,24.0,1,226
1146,5th Phase JP Nagar,1207.0,2,63.0,2,4
1147,Kalena Agrahara,1765.0,3,125.0,3,121
1148,Electronic City,1130.0,2,32.64,2,74
1149,others,1532.0,3,92.0,3,230
1150,others,1650.0,3,110.0,3,230
1151,Doddathoguru,1200.0,2,75.0,2,70
1152,Kengeri,1197.0,2,50.0,2,135
1153,others,1200.0,2,66.0,2,230
1154,Uttarahalli,1385.0,2,48.48,3,216
1155,Whitefield,2225.0,3,115.0,3,224
1156,others,1180.0,2,48.0,2,230
1157,others,1525.0,2,122.0,3,230
1158,Ananth Nagar,1100.0,2,31.5,2,16
1159,others,1435.0,3,70.0,3,230
1160,Attibele,400.0,1,14.0,1,21
1161,Dommasandra,1200.0,2,50.0,2,72
1162,Whitefield,1272.0,2,95.05,2,224
1163,Whitefield,1205.0,2,39.0,2,224
1164,Kalena Agrahara,980.0,2,40.0,2,121
1165,Malleshpalya,1225.0,2,46.86,2,159
1166,Whitefield,1541.0,3,72.0,3,224
1167,Ramagondanahalli,1610.0,2,111.0,3,187
1168,Jalahalli,1694.0,2,125.0,2,111
1169,Kaggalipura,950.0,2,39.0,2,119
1170,others,1560.0,2,66.0,3,230
1171,Chandapura,1500.0,2,60.0,2,55
1172,Malleshpalya,1785.0,3,75.0,3,159
1173,Raja Rajeshwari Nagar,1258.0,2,63.53,2,184
1174,Electronic City,910.0,2,42.0,2,74
